Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
06 Residuos metálicos;09 Cataluña;2014;4932
06 Residuos metálicos;09 Cataluña;2013;4423
06 Residuos metálicos;09 Cataluña;2012;6420
06 Residuos metálicos;09 Cataluña;2011;3363
06 Residuos metálicos;09 Cataluña;2010;13187
06 Residuos metálicos;10 Comunitat Valenciana;2021;2480
06 Residuos metálicos;10 Comunitat Valenciana;2020;3006
06 Residuos metálicos;10 Comunitat Valenciana;2019;1807
06 Residuos metálicos;10 Comunitat Valenciana;2018;2052
06 Residuos metálicos;10 Comunitat Valenciana;2017;1341
06 Residuos metálicos;10 Comunitat Valenciana;2016;763
06 Residuos metálicos;10 Comunitat Valenciana;2015;2119
06 Residuos metálicos;10 Comunitat Valenciana;2014;2139
06 Residuos metálicos;10 Comunitat Valenciana;2013;1663
06 Residuos metálicos;10 Comunitat Valenciana;2012;1533
06 Residuos metálicos;10 Comunitat Valenciana;2011;842
06 Residuos metálicos;10 Comunitat Valenciana;2010;3290
06 Residuos metálicos;11 Extremadura;2021;85
06 Residuos metálicos;11 Extremadura;2020;147
06 Residuos metálicos;11 Extremadura;2019;180
06 Residuos metálicos;11 Extremadura;2018;123
06 Residuos metálicos;11 Extremadura;2017;199
06 Residuos metálicos;11 Extremadura;2016;3836
06 Residuos metálicos;11 Extremadura;2015;2561
06 Residuos metálicos;11 Extremadura;2014;2585
06 Residuos metálicos;11 Extremadura;2013;39
06 Residuos metálicos;11 Extremadura;2012;96
06 Residuos metálicos;11 Extremadura;2011;157
06 Residuos metálicos;11 Extremadura;2010;1220
06 Residuos metálicos;12 Galicia;2021;1555
06 Residuos metálicos;12 Galicia;2020;933
06 Residuos metálicos;12 Galicia;2019;1102
06 Residuos metálicos;12 Galicia;2018;1250
06 Residuos metálicos;12 Galicia;2017;652
06 Residuos metálicos;12 Galicia;2016;663
06 Residuos metálicos;12 Galicia;2015;2751
06 Residuos metálicos;12 Galicia;2014;2778
06 Residuos metálicos;12 Galicia;2013;1099
06 Residuos metálicos;12 Galicia;2012;790
06 Residuos metálicos;12 Galicia;2011;537
06 Residuos metálicos;12 Galicia;2010;884
06 Residuos metálicos;13 Comunidad de Madrid;2021;1892
06 Residuos metálicos;13 Comunidad de Madrid;2020;1415
06 Residuos metálicos;13 Comunidad de Madrid;2019;1550
06 Residuos metálicos;13 Comunidad de Madrid;2018;769
06 Residuos metálicos;13 Comunidad de Madrid;2017;663
06 Residuos metálicos;13 Comunidad de Madrid;2016;522
06 Residuos metálicos;13 Comunidad de Madrid;2015;1556
06 Residuos metálicos;13 Comunidad de Madrid;2014;1571
06 Residuos metálicos;13 Comunidad de Madrid;2013;3515
06 Residuos metálicos;13 Comunidad de Madrid;2012;11088
06 Residuos metálicos;13 Comunidad de Madrid;2011;10870
06 Residuos metálicos;13 Comunidad de Madrid;2010;4273
06 Residuos metálicos;14 Región de Murcia;2021;324
06 Residuos metálicos;14 Región de Murcia;2020;207
06 Residuos metálicos;14 Región de Murcia;2019;228
06 Residuos metálicos;14 Región de Murcia;2018;316
06 Residuos metálicos;14 Región de Murcia;2017;240
06 Residuos metálicos;14 Región de Murcia;2016;242
06 Residuos metálicos;14 Región de Murcia;2015;194
06 Residuos metálicos;14 Región de Murcia;2014;196
06 Residuos metálicos;14 Región de Murcia;2013;190
06 Residuos metálicos;14 Región de Murcia;2012;263
06 Residuos metálicos;14 Región de Murcia;2011;3275
06 Residuos metálicos;14 Región de Murcia;2010;817
06 Residuos metálicos;15 Comunidad Foral de Navarra;2021;270
06 Residuos metálicos;15 Comunidad Foral de Navarra;2020;228
06 Residuos metálicos;15 Comunidad Foral de Navarra;2019;69
06 Residuos metálicos;15 Comunidad Foral de Navarra;2018;143
06 Residuos metálicos;15 Comunidad Foral de Navarra;2017;75
06 Residuos metálicos;15 Comunidad Foral de Navarra;2016;194
06 Residuos metálicos;15 Comunidad Foral de Navarra;2015;57
06 Residuos metálicos;15 Comunidad Foral de Navarra;2014;57
06 Residuos metálicos;15 Comunidad Foral de Navarra;2013;1466
06 Residuos metálicos;15 Comunidad Foral de Navarra;2012;1331
06 Residuos metálicos;15 Comunidad Foral de Navarra;2011;6425
06 Residuos metálicos;15 Comunidad Foral de Navarra;2010;1894
06 Residuos metálicos;16 País Vasco;2021;1120
06 Residuos metálicos;16 País Vasco;2020;1174
06 Residuos metálicos;16 País Vasco;2019;1016
06 Residuos metálicos;16 País Vasco;2018;1065
06 Residuos metálicos;16 País Vasco;2017;1476
06 Residuos metálicos;16 País Vasco;2016;1367
06 Residuos metálicos;16 País Vasco;2015;430
06 Residuos metálicos;16 País Vasco;2014;435
06 Residuos metálicos;16 País Vasco;2013;929
06 Residuos metálicos;16 País Vasco;2012;1428
06 Residuos metálicos;16 País Vasco;2011;1457
06 Residuos metálicos;16 País Vasco;2010;2402
06 Residuos metálicos;17 La Rioja;2021;17
06 Residuos metálicos;17 La Rioja;2020;0
06 Residuos metálicos;17 La Rioja;2019;0
06 Residuos metálicos;17 La Rioja;2018;1
06 Residuos metálicos;17 La Rioja;2017;74
06 Residuos metálicos;17 La Rioja;2016;80
06 Residuos metálicos;17 La Rioja;2015;26
06 Residuos metálicos;17 La Rioja;2014;26
06 Residuos metálicos;17 La Rioja;2013;2
06 Residuos metálicos;17 La Rioja;2012;28
06 Residuos metálicos;17 La Rioja;2011;0
06 Residuos metálicos;17 La Rioja;2010;0
07.1 Residuos de vidrio;Total Nacional;2021;878014
07.1 Residuos de vidrio;Total Nacional;2020;828865
07.1 Residuos de vidrio;Total Nacional;2019;904986
07.1 Residuos de vidrio;Total Nacional;2018;834764
07.1 Residuos de vidrio;Total Nacional;2017;815883
07.1 Residuos de vidrio;Total Nacional;2016;797928
07.1 Residuos de vidrio;Total Nacional;2015;755608
07.1 Residuos de vidrio;Total Nacional;2014;733864
07.1 Residuos de vidrio;Total Nacional;2013;720930
07.1 Residuos de vidrio;Total Nacional;2012;735547
07.1 Residuos de vidrio;Total Nacional;2011;733682
07.1 Residuos de vidrio;Total Nacional;2010;804
07.1 Residuos de vidrio;01 Andalucía;2021;109883
07.1 Residuos de vidrio;01 Andalucía;2020;103834
07.1 Residuos de vidrio;01 Andalucía;2019;109126
07.1 Residuos de vidrio;01 Andalucía;2018;108768
07.1 Residuos de vidrio;01 Andalucía;2017;91570
07.1 Residuos de vidrio;01 Andalucía;2016;99622
07.1 Residuos de vidrio;01 Andalucía;2015;95057
07.1 Residuos de vidrio;01 Andalucía;2014;82208
07.1 Residuos de vidrio;01 Andalucía;2013;79001
07.1 Residuos de vidrio;01 Andalucía;2012;76114
07.1 Residuos de vidrio;01 Andalucía;2011;74820
07.1 Residuos de vidrio;01 Andalucía;2010;82031
07.1 Residuos de vidrio;02 Aragón;2021;20491
07.1 Residuos de vidrio;02 Aragón;2020;20816
07.1 Residuos de vidrio;02 Aragón;2019;20549
07.1 Residuos de vidrio;02 Aragón;2018;18939
07.1 Residuos de vidrio;02 Aragón;2017;18197
07.1 Residuos de vidrio;02 Aragón;2016;17778
07.1 Residuos de vidrio;02 Aragón;2015;17676
07.1 Residuos de vidrio;02 Aragón;2014;16668
07.1 Residuos de vidrio;02 Aragón;2013;19478
07.1 Residuos de vidrio;02 Aragón;2012;23905
07.1 Residuos de vidrio;02 Aragón;2011;23203
07.1 Residuos de vidrio;02 Aragón;2010;23203
07.1 Residuos de vidrio;03 Principado de Asturias;2021;17735
07.1 Residuos de vidrio;03 Principado de Asturias;2020;17260
07.1 Residuos de vidrio;03 Principado de Asturias;2019;17413
07.1 Residuos de vidrio;03 Principado de Asturias;2018;16425
07.1 Residuos de vidrio;03 Principado de Asturias;2017;32131
07.1 Residuos de vidrio;03 Principado de Asturias;2016;37945
07.1 Residuos de vidrio;03 Principado de Asturias;2015;33197
07.1 Residuos de vidrio;03 Principado de Asturias;2014;32687
07.1 Residuos de vidrio;03 Principado de Asturias;2013;32817
07.1 Residuos de vidrio;03 Principado de Asturias;2012;33534
07.1 Residuos de vidrio;03 Principado de Asturias;2011;33763
07.1 Residuos de vidrio;03 Principado de Asturias;2010;31626
07.1 Residuos de vidrio;04 Illes Balears;2021;39213
07.1 Residuos de vidrio;04 Illes Balears;2020;29466
07.1 Residuos de vidrio;04 Illes Balears;2019;42970
07.1 Residuos de vidrio;04 Illes Balears;2018;40752
07.1 Residuos de vidrio;04 Illes Balears;2017;38640
07.1 Residuos de vidrio;04 Illes Balears;2016;36051
07.1 Residuos de vidrio;04 Illes Balears;2015;31759
07.1 Residuos de vidrio;04 Illes Balears;2014;31628
07.1 Residuos de vidrio;04 Illes Balears;2013;29324
07.1 Residuos de vidrio;04 Illes Balears;2012;29039
07.1 Residuos de vidrio;04 Illes Balears;2011;22298
07.1 Residuos de vidrio;04 Illes Balears;2010;21097
07.1 Residuos de vidrio;05 Canarias;2021;35515
07.1 Residuos de vidrio;05 Canarias;2020;35288
07.1 Residuos de vidrio;05 Canarias;2019;44349
07.1 Residuos de vidrio;05 Canarias;2018;41243
07.1 Residuos de vidrio;05 Canarias;2017;38888
07.1 Residuos de vidrio;05 Canarias;2016;35939
07.1 Residuos de vidrio;05 Canarias;2015;33225
07.1 Residuos de vidrio;05 Canarias;2014;31163
07.1 Residuos de vidrio;05 Canarias;2013;29363
07.1 Residuos de vidrio;05 Canarias;2012;29126
07.1 Residuos de vidrio;05 Canarias;2011;29040
07.1 Residuos de vidrio;05 Canarias;2010;27221
07.1 Residuos de vidrio;06 Cantabria;2021;11574
07.1 Residuos de vidrio;06 Cantabria;2020;11139
07.1 Residuos de vidrio;06 Cantabria;2019;12426
07.1 Residuos de vidrio;06 Cantabria;2018;11261
07.1 Residuos de vidrio;06 Cantabria;2017;10980
07.1 Residuos de vidrio;06 Cantabria;2016;11212
07.1 Residuos de vidrio;06 Cantabria;2015;10999
07.1 Residuos de vidrio;06 Cantabria;2014;10237
07.1 Residuos de vidrio;06 Cantabria;2013;10386
07.1 Residuos de vidrio;06 Cantabria;2012;10281
07.1 Residuos de vidrio;06 Cantabria;2011;10432
07.1 Residuos de vidrio;06 Cantabria;2010;10547
07.1 Residuos de vidrio;07 Castilla y León;2021;49691
07.1 Residuos de vidrio;07 Castilla y León;2020;46868
07.1 Residuos de vidrio;07 Castilla y León;2019;50879
07.1 Residuos de vidrio;07 Castilla y León;2018;49557
07.1 Residuos de vidrio;07 Castilla y León;2017;48353
07.1 Residuos de vidrio;07 Castilla y León;2016;44175
07.1 Residuos de vidrio;07 Castilla y León;2015;40826
07.1 Residuos de vidrio;07 Castilla y León;2014;40857
07.1 Residuos de vidrio;07 Castilla y León;2013;40280
07.1 Residuos de vidrio;07 Castilla y León;2012;40774
07.1 Residuos de vidrio;07 Castilla y León;2011;41676
07.1 Residuos de vidrio;07 Castilla y León;2010;42714
07.1 Residuos de vidrio;08 Castilla - La Mancha;2021;23205
07.1 Residuos de vidrio;08 Castilla - La Mancha;2020;15746
07.1 Residuos de vidrio;08 Castilla - La Mancha;2019;25095
07.1 Residuos de vidrio;08 Castilla - La Mancha;2018;21350
07.1 Residuos de vidrio;08 Castilla - La Mancha;2017;21371
07.1 Residuos de vidrio;08 Castilla - La Mancha;2016;20555
07.1 Residuos de vidrio;08 Castilla - La Mancha;2015;20630
07.1 Residuos de vidrio;08 Castilla - La Mancha;2014;20690
07.1 Residuos de vidrio;08 Castilla - La Mancha;2013;21040
07.1 Residuos de vidrio;08 Castilla - La Mancha;2012;21061
07.1 Residuos de vidrio;08 Castilla - La Mancha;2011;21268
07.1 Residuos de vidrio;08 Castilla - La Mancha;2010;20887
07.1 Residuos de vidrio;09 Cataluña;2021;189716
07.1 Residuos de vidrio;09 Cataluña;2020;183273
07.1 Residuos de vidrio;09 Cataluña;2019;203329
07.1 Residuos de vidrio;09 Cataluña;2018;168197
07.1 Residuos de vidrio;09 Cataluña;2017;182760
07.1 Residuos de vidrio;09 Cataluña;2016;170831
07.1 Residuos de vidrio;09 Cataluña;2015;158878
07.1 Residuos de vidrio;09 Cataluña;2014;162447
07.1 Residuos de vidrio;09 Cataluña;2013;154732
07.1 Residuos de vidrio;09 Cataluña;2012;169191
07.1 Residuos de vidrio;09 Cataluña;2011;180729
07.1 Residuos de vidrio;09 Cataluña;2010;186378
07.1 Residuos de vidrio;10 Comunitat Valenciana;2021;85701
07.1 Residuos de vidrio;10 Comunitat Valenciana;2020;83548
07.1 Residuos de vidrio;10 Comunitat Valenciana;2019;89291
07.1 Residuos de vidrio;10 Comunitat Valenciana;2018;85018
07.1 Residuos de vidrio;10 Comunitat Valenciana;2017;82770
07.1 Residuos de vidrio;10 Comunitat Valenciana;2016;82254
07.1 Residuos de vidrio;10 Comunitat Valenciana;2015;80869
07.1 Residuos de vidrio;10 Comunitat Valenciana;2014;79025
07.1 Residuos de vidrio;10 Comunitat Valenciana;2013;80869
07.1 Residuos de vidrio;10 Comunitat Valenciana;2012;79540
07.1 Residuos de vidrio;10 Comunitat Valenciana;2011;74444
07.1 Residuos de vidrio;10 Comunitat Valenciana;2010;77146
07.1 Residuos de vidrio;11 Extremadura;2021;9307
07.1 Residuos de vidrio;11 Extremadura;2020;9254
07.1 Residuos de vidrio;11 Extremadura;2019;9487
07.1 Residuos de vidrio;11 Extremadura;2018;8231
07.1 Residuos de vidrio;11 Extremadura;2017;7943
07.1 Residuos de vidrio;11 Extremadura;2016;9559
07.1 Residuos de vidrio;11 Extremadura;2015;8003
07.1 Residuos de vidrio;11 Extremadura;2014;7156
07.1 Residuos de vidrio;11 Extremadura;2013;8676
07.1 Residuos de vidrio;11 Extremadura;2012;7439
07.1 Residuos de vidrio;11 Extremadura;2011;7501
07.1 Residuos de vidrio;11 Extremadura;2010;8570
07.1 Residuos de vidrio;12 Galicia;2021;48154
07.1 Residuos de vidrio;12 Galicia;2020;46717
07.1 Residuos de vidrio;12 Galicia;2019;48384
07.1 Residuos de vidrio;12 Galicia;2018;45757
07.1 Residuos de vidrio;12 Galicia;2017;43307
07.1 Residuos de vidrio;12 Galicia;2016;41253
07.1 Residuos de vidrio;12 Galicia;2015;39743
07.1 Residuos de vidrio;12 Galicia;2014;39045
07.1 Residuos de vidrio;12 Galicia;2013;38058
07.1 Residuos de vidrio;12 Galicia;2012;36465
07.1 Residuos de vidrio;12 Galicia;2011;36359
07.1 Residuos de vidrio;12 Galicia;2010;39096
07.1 Residuos de vidrio;13 Comunidad de Madrid;2021;122021
07.1 Residuos de vidrio;13 Comunidad de Madrid;2020;115804
07.1 Residuos de vidrio;13 Comunidad de Madrid;2019;114543
07.1 Residuos de vidrio;13 Comunidad de Madrid;2018;104923
07.1 Residuos de vidrio;13 Comunidad de Madrid;2017;89184
07.1 Residuos de vidrio;13 Comunidad de Madrid;2016;81820
07.1 Residuos de vidrio;13 Comunidad de Madrid;2015;78430
07.1 Residuos de vidrio;13 Comunidad de Madrid;2014;78005
07.1 Residuos de vidrio;13 Comunidad de Madrid;2013;78640
07.1 Residuos de vidrio;13 Comunidad de Madrid;2012;80620
07.1 Residuos de vidrio;13 Comunidad de Madrid;2011;82662
07.1 Residuos de vidrio;13 Comunidad de Madrid;2010;82497
07.1 Residuos de vidrio;14 Región de Murcia;2021;26543
07.1 Residuos de vidrio;14 Región de Murcia;2020;25959
07.1 Residuos de vidrio;14 Región de Murcia;2019;26768
07.1 Residuos de vidrio;14 Región de Murcia;2018;26263
07.1 Residuos de vidrio;14 Región de Murcia;2017;24809
07.1 Residuos de vidrio;14 Región de Murcia;2016;24485
07.1 Residuos de vidrio;14 Región de Murcia;2015;23450
07.1 Residuos de vidrio;14 Región de Murcia;2014;21991
07.1 Residuos de vidrio;14 Región de Murcia;2013;22132
07.1 Residuos de vidrio;14 Región de Murcia;2012;22590
07.1 Residuos de vidrio;14 Región de Murcia;2011;18755
07.1 Residuos de vidrio;14 Región de Murcia;2010;74
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2021;17547
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2020;16244
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2019;17396
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2018;16777
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2017;16179
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2016;15959
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2015;15871
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2014;16697
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2013;15521
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2012;15684
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2011;16190
07.1 Residuos de vidrio;15 Comunidad Foral de Navarra;2010;16168
07.1 Residuos de vidrio;16 País Vasco;2021;62365
07.1 Residuos de vidrio;16 País Vasco;2020;58452
07.1 Residuos de vidrio;16 País Vasco;2019;63400
07.1 Residuos de vidrio;16 País Vasco;2018;61700
07.1 Residuos de vidrio;16 País Vasco;2017;59903
07.1 Residuos de vidrio;16 País Vasco;2016;59178
07.1 Residuos de vidrio;16 País Vasco;2015;58948
07.1 Residuos de vidrio;16 País Vasco;2014;56119
07.1 Residuos de vidrio;16 País Vasco;2013;54402
07.1 Residuos de vidrio;16 País Vasco;2012;54038
07.1 Residuos de vidrio;16 País Vasco;2011;54202
07.1 Residuos de vidrio;16 País Vasco;2010;54075
07.1 Residuos de vidrio;17 La Rioja;2021;8609
07.1 Residuos de vidrio;17 La Rioja;2020;8403
07.1 Residuos de vidrio;17 La Rioja;2019;9153
07.1 Residuos de vidrio;17 La Rioja;2018;8923
07.1 Residuos de vidrio;17 La Rioja;2017;8570
07.1 Residuos de vidrio;17 La Rioja;2016;8784
07.1 Residuos de vidrio;17 La Rioja;2015;7532
07.1 Residuos de vidrio;17 La Rioja;2014;6737
07.1 Residuos de vidrio;17 La Rioja;2013;5929
07.1 Residuos de vidrio;17 La Rioja;2012;5868
07.1 Residuos de vidrio;17 La Rioja;2011;5939
07.1 Residuos de vidrio;17 La Rioja;2010;6496
07.2 Residuos de papel y cartón;Total Nacional;2021;1491158
07.2 Residuos de papel y cartón;Total Nacional;2020;1340017
07.2 Residuos de papel y cartón;Total Nacional;2019;1287418
07.2 Residuos de papel y cartón;Total Nacional;2018;1067384
07.2 Residuos de papel y cartón;Total Nacional;2017;1061380
07.2 Residuos de papel y cartón;Total Nacional;2016;1021166
07.2 Residuos de papel y cartón;Total Nacional;2015;1008959
07.2 Residuos de papel y cartón;Total Nacional;2014;976896
07.2 Residuos de papel y cartón;Total Nacional;2013;988226
07.2 Residuos de papel y cartón;Total Nacional;2012;1085574
07.2 Residuos de papel y cartón;Total Nacional;2011;1266397
07.2 Residuos de papel y cartón;Total Nacional;2010;1467365
07.2 Residuos de papel y cartón;01 Andalucía;2021;124183
07.2 Residuos de papel y cartón;01 Andalucía;2020;125021
07.2 Residuos de papel y cartón;01 Andalucía;2019;121130
07.2 Residuos de papel y cartón;01 Andalucía;2018;117131
07.2 Residuos de papel y cartón;01 Andalucía;2017;102877
07.2 Residuos de papel y cartón;01 Andalucía;2016;101816
07.2 Residuos de papel y cartón;01 Andalucía;2015;100815
07.2 Residuos de papel y cartón;01 Andalucía;2014;95866
07.2 Residuos de papel y cartón;01 Andalucía;2013;100864
07.2 Residuos de papel y cartón;01 Andalucía;2012;111678
07.2 Residuos de papel y cartón;01 Andalucía;2011;118200
07.2 Residuos de papel y cartón;01 Andalucía;2010;136017
07.2 Residuos de papel y cartón;02 Aragón;2021;29288
07.2 Residuos de papel y cartón;02 Aragón;2020;48255
07.2 Residuos de papel y cartón;02 Aragón;2019;28507
07.2 Residuos de papel y cartón;02 Aragón;2018;28910
07.2 Residuos de papel y cartón;02 Aragón;2017;26725
07.2 Residuos de papel y cartón;02 Aragón;2016;25012
07.2 Residuos de papel y cartón;02 Aragón;2015;22445
07.2 Residuos de papel y cartón;02 Aragón;2014;22514
07.2 Residuos de papel y cartón;02 Aragón;2013;26566
07.2 Residuos de papel y cartón;02 Aragón;2012;25516
07.2 Residuos de papel y cartón;02 Aragón;2011;31964
07.2 Residuos de papel y cartón;02 Aragón;2010;31964
07.2 Residuos de papel y cartón;03 Principado de Asturias;2021;43952
07.2 Residuos de papel y cartón;03 Principado de Asturias;2020;40562
07.2 Residuos de papel y cartón;03 Principado de Asturias;2019;42471
07.2 Residuos de papel y cartón;03 Principado de Asturias;2018;41766
07.2 Residuos de papel y cartón;03 Principado de Asturias;2017;53924
07.2 Residuos de papel y cartón;03 Principado de Asturias;2016;62374
07.2 Residuos de papel y cartón;03 Principado de Asturias;2015;56253
07.2 Residuos de papel y cartón;03 Principado de Asturias;2014;49754
07.2 Residuos de papel y cartón;03 Principado de Asturias;2013;58682
07.2 Residuos de papel y cartón;03 Principado de Asturias;2012;55682
07.2 Residuos de papel y cartón;03 Principado de Asturias;2011;67252
07.2 Residuos de papel y cartón;03 Principado de Asturias;2010;93158
07.2 Residuos de papel y cartón;04 Illes Balears;2021;46179
07.2 Residuos de papel y cartón;04 Illes Balears;2020;36748
07.2 Residuos de papel y cartón;04 Illes Balears;2019;49047
07.2 Residuos de papel y cartón;04 Illes Balears;2018;54341
07.2 Residuos de papel y cartón;04 Illes Balears;2017;45630
07.2 Residuos de papel y cartón;04 Illes Balears;2016;43425
07.2 Residuos de papel y cartón;04 Illes Balears;2015;40223
07.2 Residuos de papel y cartón;04 Illes Balears;2014;39564
07.2 Residuos de papel y cartón;04 Illes Balears;2013;38238
07.2 Residuos de papel y cartón;04 Illes Balears;2012;38865
07.2 Residuos de papel y cartón;04 Illes Balears;2011;25162
07.2 Residuos de papel y cartón;04 Illes Balears;2010;24606
07.2 Residuos de papel y cartón;05 Canarias;2021;20323
07.2 Residuos de papel y cartón;05 Canarias;2020;92799
07.2 Residuos de papel y cartón;05 Canarias;2019;48375
07.2 Residuos de papel y cartón;05 Canarias;2018;40485
07.2 Residuos de papel y cartón;05 Canarias;2017;31954
07.2 Residuos de papel y cartón;05 Canarias;2016;33094
07.2 Residuos de papel y cartón;05 Canarias;2015;31543
07.2 Residuos de papel y cartón;05 Canarias;2014;30659
07.2 Residuos de papel y cartón;05 Canarias;2013;30624
07.2 Residuos de papel y cartón;05 Canarias;2012;33507
07.2 Residuos de papel y cartón;05 Canarias;2011;34043
07.2 Residuos de papel y cartón;05 Canarias;2010;69027
07.2 Residuos de papel y cartón;06 Cantabria;2021;6004
07.2 Residuos de papel y cartón;06 Cantabria;2020;5673
07.2 Residuos de papel y cartón;06 Cantabria;2019;5710
07.2 Residuos de papel y cartón;06 Cantabria;2018;10381
07.2 Residuos de papel y cartón;06 Cantabria;2017;4053
07.2 Residuos de papel y cartón;06 Cantabria;2016;5050
07.2 Residuos de papel y cartón;06 Cantabria;2015;9640
07.2 Residuos de papel y cartón;06 Cantabria;2014;9878
07.2 Residuos de papel y cartón;06 Cantabria;2013;10335
07.2 Residuos de papel y cartón;06 Cantabria;2012;12048
07.2 Residuos de papel y cartón;06 Cantabria;2011;13417
07.2 Residuos de papel y cartón;06 Cantabria;2010;13826
07.2 Residuos de papel y cartón;07 Castilla y León;2021;48080
07.2 Residuos de papel y cartón;07 Castilla y León;2020;48280
07.2 Residuos de papel y cartón;07 Castilla y León;2019;48289
07.2 Residuos de papel y cartón;07 Castilla y León;2018;43700
07.2 Residuos de papel y cartón;07 Castilla y León;2017;45179
07.2 Residuos de papel y cartón;07 Castilla y León;2016;44676
07.2 Residuos de papel y cartón;07 Castilla y León;2015;43442
07.2 Residuos de papel y cartón;07 Castilla y León;2014;43432
07.2 Residuos de papel y cartón;07 Castilla y León;2013;45036
07.2 Residuos de papel y cartón;07 Castilla y León;2012;49338
07.2 Residuos de papel y cartón;07 Castilla y León;2011;55753
07.2 Residuos de papel y cartón;07 Castilla y León;2010;56725
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2021;29141
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2020;23625
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2019;30088
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2018;28067
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2017;31374
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2016;26665
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2015;24356
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2014;26218
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2013;26351
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2012;28472
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2011;30697
07.2 Residuos de papel y cartón;08 Castilla - La Mancha;2010;36202
07.2 Residuos de papel y cartón;09 Cataluña;2021;412681
07.2 Residuos de papel y cartón;09 Cataluña;2020;410855
07.2 Residuos de papel y cartón;09 Cataluña;2019;405667
07.2 Residuos de papel y cartón;09 Cataluña;2018;224596
07.2 Residuos de papel y cartón;09 Cataluña;2017;296067
07.2 Residuos de papel y cartón;09 Cataluña;2016;273028
07.2 Residuos de papel y cartón;09 Cataluña;2015;298134
07.2 Residuos de papel y cartón;09 Cataluña;2014;271427
07.2 Residuos de papel y cartón;09 Cataluña;2013;262428
07.2 Residuos de papel y cartón;09 Cataluña;2012;318118
07.2 Residuos de papel y cartón;09 Cataluña;2011;408518
07.2 Residuos de papel y cartón;09 Cataluña;2010;453952
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2021;308292
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2020;80324
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2019;78781
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2018;70106
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2017;60081
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2016;62387
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2015;54032
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2014;57928
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2013;54032
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2012;60294
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2011;66658
07.2 Residuos de papel y cartón;10 Comunitat Valenciana;2010;75158
07.2 Residuos de papel y cartón;11 Extremadura;2021;24192
07.2 Residuos de papel y cartón;11 Extremadura;2020;29125
07.2 Residuos de papel y cartón;11 Extremadura;2019;31622
07.2 Residuos de papel y cartón;11 Extremadura;2018;36522
07.2 Residuos de papel y cartón;11 Extremadura;2017;31576
07.2 Residuos de papel y cartón;11 Extremadura;2016;34629
07.2 Residuos de papel y cartón;11 Extremadura;2015;40151
07.2 Residuos de papel y cartón;11 Extremadura;2014;39097
07.2 Residuos de papel y cartón;11 Extremadura;2013;34437
07.2 Residuos de papel y cartón;11 Extremadura;2012;32580
07.2 Residuos de papel y cartón;11 Extremadura;2011;16286
07.2 Residuos de papel y cartón;11 Extremadura;2010;32753
07.2 Residuos de papel y cartón;12 Galicia;2021;40022
07.2 Residuos de papel y cartón;12 Galicia;2020;40933
07.2 Residuos de papel y cartón;12 Galicia;2019;41067
07.2 Residuos de papel y cartón;12 Galicia;2018;37457
07.2 Residuos de papel y cartón;12 Galicia;2017;33262
07.2 Residuos de papel y cartón;12 Galicia;2016;34402
07.2 Residuos de papel y cartón;12 Galicia;2015;32591
07.2 Residuos de papel y cartón;12 Galicia;2014;31674
07.2 Residuos de papel y cartón;12 Galicia;2013;31619
07.2 Residuos de papel y cartón;12 Galicia;2012;34556
07.2 Residuos de papel y cartón;12 Galicia;2011;38163
07.2 Residuos de papel y cartón;12 Galicia;2010;46567
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2021;145102
07.2 Residuos de papel y cartón;13 Comunidad de Madrid;2020;143708
