Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2019;75
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2018;674
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2017;0
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2016;28
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2015;3
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2014;3
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2013;3
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2012;7296
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2011;7837
12 Residuos minerales (incluye residuos de construcción y demolición);15 Comunidad Foral de Navarra;2010;462
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2021;17452
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2020;20393
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2019;19227
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2018;24490
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2017;36071
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2016;20334
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2015;22408
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2014;22623
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2013;41650
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2012;45125
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2011;51217
12 Residuos minerales (incluye residuos de construcción y demolición);16 País Vasco;2010;42783
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2021;315
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2020;254
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2019;66
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2018;144
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2017;103
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2016;8360
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2015;39
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2014;39
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2013;20
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2012;47
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2011;0
12 Residuos minerales (incluye residuos de construcción y demolición);17 La Rioja;2010;0
18 Otros;Total Nacional;2021;3035
18 Otros;Total Nacional;2020;1291
18 Otros;Total Nacional;2019;1491
18 Otros;Total Nacional;2018;1641
18 Otros;Total Nacional;2017;1719
18 Otros;Total Nacional;2016;41389
18 Otros;Total Nacional;2015;57905
18 Otros;Total Nacional;2014;58455
18 Otros;Total Nacional;2013;134801
18 Otros;Total Nacional;2012;30281
18 Otros;Total Nacional;2011;11651
18 Otros;Total Nacional;2010;133490
18 Otros;01 Andalucía;2021;1674
18 Otros;01 Andalucía;2020;204
18 Otros;01 Andalucía;2019;139
18 Otros;01 Andalucía;2018;124
18 Otros;01 Andalucía;2017;146
18 Otros;01 Andalucía;2016;32272
18 Otros;01 Andalucía;2015;554
18 Otros;01 Andalucía;2014;553
18 Otros;01 Andalucía;2013;51452
18 Otros;01 Andalucía;2012;6351
18 Otros;01 Andalucía;2011;724
18 Otros;01 Andalucía;2010;7729
18 Otros;02 Aragón;2021;5
18 Otros;02 Aragón;2020;1
18 Otros;02 Aragón;2019;2
18 Otros;02 Aragón;2018;2
18 Otros;02 Aragón;2017;3
18 Otros;02 Aragón;2016;0
18 Otros;02 Aragón;2015;23
18 Otros;02 Aragón;2014;23
18 Otros;02 Aragón;2013;12
18 Otros;02 Aragón;2012;64
18 Otros;02 Aragón;2011;65
18 Otros;02 Aragón;2010;23324
18 Otros;03 Principado de Asturias;2021;14
18 Otros;03 Principado de Asturias;2020;0
18 Otros;03 Principado de Asturias;2019;34
18 Otros;03 Principado de Asturias;2018;44
18 Otros;03 Principado de Asturias;2017;29
18 Otros;03 Principado de Asturias;2016;36
18 Otros;03 Principado de Asturias;2015;434
18 Otros;03 Principado de Asturias;2014;438
18 Otros;03 Principado de Asturias;2013;339
18 Otros;03 Principado de Asturias;2012;1105
18 Otros;03 Principado de Asturias;2011;827
18 Otros;03 Principado de Asturias;2010;1375
18 Otros;04 Illes Balears;2021;30
18 Otros;04 Illes Balears;2020;19
18 Otros;04 Illes Balears;2019;24
18 Otros;04 Illes Balears;2018;19
18 Otros;04 Illes Balears;2017;19
18 Otros;04 Illes Balears;2016;840
18 Otros;04 Illes Balears;2015;523
18 Otros;04 Illes Balears;2014;528
18 Otros;04 Illes Balears;2013;34
18 Otros;04 Illes Balears;2012;32
18 Otros;04 Illes Balears;2011;18
18 Otros;04 Illes Balears;2010;7298
18 Otros;05 Canarias;2021;153
18 Otros;05 Canarias;2020;154
18 Otros;05 Canarias;2019;103
18 Otros;05 Canarias;2018;138
18 Otros;05 Canarias;2017;216
18 Otros;05 Canarias;2016;3597
18 Otros;05 Canarias;2015;1053
18 Otros;05 Canarias;2014;1063
18 Otros;05 Canarias;2013;4782
18 Otros;05 Canarias;2012;3912
18 Otros;05 Canarias;2011;4367
18 Otros;05 Canarias;2010;11662
18 Otros;06 Cantabria;2021;68
18 Otros;06 Cantabria;2020;66
18 Otros;06 Cantabria;2019;44
18 Otros;06 Cantabria;2018;84
18 Otros;06 Cantabria;2017;71
18 Otros;06 Cantabria;2016;2
18 Otros;06 Cantabria;2015;89
18 Otros;06 Cantabria;2014;90
18 Otros;06 Cantabria;2013;589
18 Otros;06 Cantabria;2012;779
18 Otros;06 Cantabria;2011;262
18 Otros;06 Cantabria;2010;860
18 Otros;07 Castilla y León;2021;344
18 Otros;07 Castilla y León;2020;226
18 Otros;07 Castilla y León;2019;282
18 Otros;07 Castilla y León;2018;371
18 Otros;07 Castilla y León;2017;455
18 Otros;07 Castilla y León;2016;1
18 Otros;07 Castilla y León;2015;1972
18 Otros;07 Castilla y León;2014;1991
18 Otros;07 Castilla y León;2013;44822
18 Otros;07 Castilla y León;2012;282
18 Otros;07 Castilla y León;2011;587
18 Otros;07 Castilla y León;2010;1789
18 Otros;08 Castilla - La Mancha;2021;11
18 Otros;08 Castilla - La Mancha;2020;16
18 Otros;08 Castilla - La Mancha;2019;37
18 Otros;08 Castilla - La Mancha;2018;27
18 Otros;08 Castilla - La Mancha;2017;26
18 Otros;08 Castilla - La Mancha;2016;28
18 Otros;08 Castilla - La Mancha;2015;738
18 Otros;08 Castilla - La Mancha;2014;745
18 Otros;08 Castilla - La Mancha;2013;13877
18 Otros;08 Castilla - La Mancha;2012;73
18 Otros;08 Castilla - La Mancha;2011;1103
18 Otros;08 Castilla - La Mancha;2010;1525
18 Otros;09 Cataluña;2021;321
18 Otros;09 Cataluña;2020;265
18 Otros;09 Cataluña;2019;304
18 Otros;09 Cataluña;2018;215
18 Otros;09 Cataluña;2017;355
18 Otros;09 Cataluña;2016;158
18 Otros;09 Cataluña;2015;19663
18 Otros;09 Cataluña;2014;19852
18 Otros;09 Cataluña;2013;3109
18 Otros;09 Cataluña;2012;10537
18 Otros;09 Cataluña;2011;623
18 Otros;09 Cataluña;2010;22793
18 Otros;10 Comunitat Valenciana;2021;52
18 Otros;10 Comunitat Valenciana;2020;48
18 Otros;10 Comunitat Valenciana;2019;210
18 Otros;10 Comunitat Valenciana;2018;327
18 Otros;10 Comunitat Valenciana;2017;88
18 Otros;10 Comunitat Valenciana;2016;14
18 Otros;10 Comunitat Valenciana;2015;6135
18 Otros;10 Comunitat Valenciana;2014;6194
18 Otros;10 Comunitat Valenciana;2013;2142
18 Otros;10 Comunitat Valenciana;2012;1557
18 Otros;10 Comunitat Valenciana;2011;365
18 Otros;10 Comunitat Valenciana;2010;4484
18 Otros;11 Extremadura;2021;11
18 Otros;11 Extremadura;2020;8
18 Otros;11 Extremadura;2019;5
18 Otros;11 Extremadura;2018;6
18 Otros;11 Extremadura;2017;4
18 Otros;11 Extremadura;2016;0
18 Otros;11 Extremadura;2015;421
18 Otros;11 Extremadura;2014;425
18 Otros;11 Extremadura;2013;23
18 Otros;11 Extremadura;2012;29
18 Otros;11 Extremadura;2011;17
18 Otros;11 Extremadura;2010;6
18 Otros;12 Galicia;2021;72
18 Otros;12 Galicia;2020;16
18 Otros;12 Galicia;2019;44
18 Otros;12 Galicia;2018;75
18 Otros;12 Galicia;2017;53
18 Otros;12 Galicia;2016;4029
18 Otros;12 Galicia;2015;336
18 Otros;12 Galicia;2014;339
18 Otros;12 Galicia;2013;2504
18 Otros;12 Galicia;2012;1373
18 Otros;12 Galicia;2011;271
18 Otros;12 Galicia;2010;6305
18 Otros;13 Comunidad de Madrid;2021;184
18 Otros;13 Comunidad de Madrid;2020;170
18 Otros;13 Comunidad de Madrid;2019;176
18 Otros;13 Comunidad de Madrid;2018;108
18 Otros;13 Comunidad de Madrid;2017;160
18 Otros;13 Comunidad de Madrid;2016;108
18 Otros;13 Comunidad de Madrid;2015;0
18 Otros;13 Comunidad de Madrid;2014;0
18 Otros;13 Comunidad de Madrid;2013;509
18 Otros;13 Comunidad de Madrid;2012;865
18 Otros;13 Comunidad de Madrid;2011;832
18 Otros;13 Comunidad de Madrid;2010;17379
18 Otros;14 Región de Murcia;2021;33
18 Otros;14 Región de Murcia;2020;19
18 Otros;14 Región de Murcia;2019;19
18 Otros;14 Región de Murcia;2018;15
18 Otros;14 Región de Murcia;2017;12
18 Otros;14 Región de Murcia;2016;81
18 Otros;14 Región de Murcia;2015;747
18 Otros;14 Región de Murcia;2014;754
18 Otros;14 Región de Murcia;2013;2887
18 Otros;14 Región de Murcia;2012;123
18 Otros;14 Región de Murcia;2011;675
18 Otros;14 Región de Murcia;2010;8708
18 Otros;15 Comunidad Foral de Navarra;2021;35
18 Otros;15 Comunidad Foral de Navarra;2020;49
18 Otros;15 Comunidad Foral de Navarra;2019;47
18 Otros;15 Comunidad Foral de Navarra;2018;60
18 Otros;15 Comunidad Foral de Navarra;2017;12
18 Otros;15 Comunidad Foral de Navarra;2016;0
18 Otros;15 Comunidad Foral de Navarra;2015;21780
18 Otros;15 Comunidad Foral de Navarra;2014;21989
18 Otros;15 Comunidad Foral de Navarra;2013;5564
18 Otros;15 Comunidad Foral de Navarra;2012;40
18 Otros;15 Comunidad Foral de Navarra;2011;32
18 Otros;15 Comunidad Foral de Navarra;2010;10661
18 Otros;16 País Vasco;2021;23
18 Otros;16 País Vasco;2020;25
18 Otros;16 País Vasco;2019;17
18 Otros;16 País Vasco;2018;22
18 Otros;16 País Vasco;2017;66
18 Otros;16 País Vasco;2016;216
18 Otros;16 País Vasco;2015;3426
18 Otros;16 País Vasco;2014;3459
18 Otros;16 País Vasco;2013;2152
18 Otros;16 País Vasco;2012;2867
18 Otros;16 País Vasco;2011;883
18 Otros;16 País Vasco;2010;7270
18 Otros;17 La Rioja;2021;6
18 Otros;17 La Rioja;2020;5
18 Otros;17 La Rioja;2019;3
18 Otros;17 La Rioja;2018;4
18 Otros;17 La Rioja;2017;6
18 Otros;17 La Rioja;2016;7
18 Otros;17 La Rioja;2015;10
18 Otros;17 La Rioja;2014;10
18 Otros;17 La Rioja;2013;1
18 Otros;17 La Rioja;2012;18
18 Otros;17 La Rioja;2011;0
18 Otros;17 La Rioja;2010;1
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2021;17088874
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2020;16677773
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2019;17756652
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2018;18284563
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2017;18271990
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2016;18052075
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2015;17753549
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2014;17530077
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2013;17852826
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2012;18315103
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2011;18773628
TOTAL RESIDUOS MEZCLADOS;Total Nacional;2010;19395265
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2021;3991563
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2020;3847688
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2019;3757373
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2018;3908893
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2017;3874869
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2016;3907576
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2015;3734660
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2014;3689673
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2013;4007588
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2012;4234563
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2011;3948338
TOTAL RESIDUOS MEZCLADOS;01 Andalucía;2010;4369010
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2021;462285
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2020;457751
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2019;491160
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2018;499653
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2017;473414
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2016;458616
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2015;457726
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2014;452101
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2013;451665
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2012;464169
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2011;492267
TOTAL RESIDUOS MEZCLADOS;02 Aragón;2010;493445
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2021;387187
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2020;360808
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2019;386727
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2018;403909
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2017;392813
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2016;397924
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2015;404159
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2014;394374
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2013;389570
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2012;403450
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2011;434792
TOTAL RESIDUOS MEZCLADOS;03 Principado de Asturias;2010;450798
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2021;511495
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2020;494254
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2019;669809
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2018;737515
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2017;686152
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2016;698764
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2015;766736
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2014;613687
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2013;607197
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2012;659799
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2011;739478
TOTAL RESIDUOS MEZCLADOS;04 Illes Balears;2010;696932
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2021;982864
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2020;886249
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2019;1071767
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2018;1154154
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2017;1145477
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2016;1096600
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2015;1144978
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2014;1127565
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2013;1072168
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2012;1162173
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2011;1181424
TOTAL RESIDUOS MEZCLADOS;05 Canarias;2010;1250983
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2021;244288
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2020;240252
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2019;276960
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2018;270175
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2017;261644
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2016;264089
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2015;260450
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2014;255448
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2013;253660
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2012;263179
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2011;274212
TOTAL RESIDUOS MEZCLADOS;06 Cantabria;2010;268118
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2021;902125
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2020;890062
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2019;925670
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2018;932547
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2017;927203
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2016;918165
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2015;931233
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2014;929457
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2013;852844
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2012;935962
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2011;997147
TOTAL RESIDUOS MEZCLADOS;07 Castilla y León;2010;921961
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2021;784150
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2020;819391
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2019;825208
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2018;859531
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2017;832566
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2016;881455
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2015;862862
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2014;809471
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2013;806659
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2012;839888
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2011;1021916
TOTAL RESIDUOS MEZCLADOS;08 Castilla - La Mancha;2010;1000201
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2021;2073783
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2020;2126109
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2019;2336927
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2018;2333741
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2017;2456616
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2016;2440229
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2015;2377337
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2014;2502871
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2013;2582231
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2012;2418067
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2011;2626184
TOTAL RESIDUOS MEZCLADOS;09 Cataluña;2010;2519338
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2021;1980028
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2020;1952729
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2019;2106938
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2018;2151275
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2017;2084831
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2016;1937324
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2015;1910187
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2014;1887879
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2013;1827633
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2012;1857388
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2011;1896795
TOTAL RESIDUOS MEZCLADOS;10 Comunitat Valenciana;2010;1928610
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2021;427842
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2020;427468
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2019;431426
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2018;449254
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2017;438588
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2016;416117
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2015;409772
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2014;408654
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2013;395278
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2012;434199
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2011;457343
TOTAL RESIDUOS MEZCLADOS;11 Extremadura;2010;508235
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2021;930223
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2020;926743
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2019;988060
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2018;953903
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2017;950698
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2016;945835
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2015;940480
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2014;938708
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2013;915665
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2012;940162
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2011;1005001
TOTAL RESIDUOS MEZCLADOS;12 Galicia;2010;1025479
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2021;1791059
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2020;1808135
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2019;1953582
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2018;2023858
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2017;2203991
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2016;2077644
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2015;1979512
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2014;2029663
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2013;1948319
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2012;1999711
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2011;2093104
TOTAL RESIDUOS MEZCLADOS;13 Comunidad de Madrid;2010;2175552
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2021;735522
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2020;683971
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2019;671839
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2018;647480
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2017;653935
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2016;624223
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2015;600715
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2014;607734
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2013;610135
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2012;582856
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2011;579415
TOTAL RESIDUOS MEZCLADOS;14 Región de Murcia;2010;727464
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2021;164038
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2020;152882
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2019;177186
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2018;173404
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2017;172757
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2016;165385
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2015;161588
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2014;164832
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2013;179792
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2012;184127
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2011;189858
TOTAL RESIDUOS MEZCLADOS;15 Comunidad Foral de Navarra;2010;196344
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2021;544555
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2020;425720
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2019;505072
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2018;634347
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2017;571011
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2016;670781
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2015;668201
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2014;571480
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2013;801449
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2012;780061
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2011;691950
TOTAL RESIDUOS MEZCLADOS;16 País Vasco;2010;718303
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2021;101992
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2020;104630
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2019;109344
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2018;111116
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2017;108535
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2016;107762
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2015;106096
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2014;105537
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2013;111728
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2012;105829
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2011;110515
TOTAL RESIDUOS MEZCLADOS;17 La Rioja;2010;112685
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2021;5588063
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2020;5051457
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2019;5005147
